Date,Open,High,Low,Close,Volume
1950-08-18,105.33,112.77,105.33,112.77
1950-08-25,114.99,114.99,111.39,112.11
1950-09-01,112.06,114.59,112.06,112.98
1950-09-08,111.25,112.06,108.39,109.43
1950-09-15,108.26,110.98,108.23,110.98
1950-09-22,109.28,109.28,107.22,107.22
1950-09-29,104.95,105.52,103.58,104.98
1950-10-06,103.52,107.28,103.52,107.12
1950-10-13,105.95,107.25,105.95,107.25
1950-10-20,107.23,107.44,106.72,106.85
1950-10-27,106.35,106.35,105.45,105.45
1950-11-03,105.39,112.72,105.39,112.72
1950-11-10,111.21,111.21,109.49,110.18
1950-11-17,110.5,111.42,110.5,111.22
1950-11-24,110.31,111.18,109.91,111.18
1950-12-01,112.93,112.93,86.17,109.45
1950-12-08,107.03,107.03,103.46,103.46
1950-12-15,103.78,103.78,101.04,102.93
1950-12-22,101.42,101.42,98.27,99.26
1950-12-29,100.42,101.91,100.42,101.91
1951-01-05,102.1,104.3,102.1,104.3
1951-01-12,104.9,109.98,104.9,109.98
1951-01-19,109.29,109.29,108.54,108.54
1951-01-26,108.22,111.08,108.22,109.97
1951-02-02,110.56,118.59,110.56,118.59
1951-02-09,119.43,120.47,117.81,117.81
1951-02-16,119.1,119.49,118.24,118.8
1951-02-23,119.8,122.09,119.15,122.09
1951-03-02,120.75,125.36,120.75,125.36
1951-03-09,127.89,130.55,126.89,130.05
1951-03-16,130.14,132.97,130.14,132.64
1951-03-23,129.75,129.75,125.72,126.46
1951-03-30,125.44,125.76,101.91,115.43
1951-04-06,124.87,124.87,121.76,121.76
1951-04-13,121.64,122.16,117.54,118.88
1951-04-20,119.03,122.87,119.03,121.88
1951-04-27,121,123.02,121,121.35
1951-05-04,120.82,123.2,120.82,123.2
1951-05-11,123.71,124.54,123.67,123.76
1951-05-18,123.63,124.9,123.19,124.9
1951-05-25,125.95,126.32,125.11,126.17
1951-06-01,126.08,127.61,125.53,127.61
1951-06-08,129.34,133.73,129.34,133.73
1951-06-15,135.14,136.42,134.95,135.64
1951-06-22,134.13,134.13,132.36,134.03
1951-06-29,132.73,132.73,130.3,130.49
1951-07-06,126.22,128.5,124.48,127.87
1951-07-13,127.52,129.03,127.2,129.03
1951-07-20,129.91,133.23,129.91,132.56
1951-07-27,132.29,133.64,132.08,133.64
1951-08-03,134.25,166.06,115.43,139.89
1951-08-10,140.69,140.69,137.14,137.81
1951-08-17,137.85,137.85,137.09,137.54
1951-08-24,137.46,140.81,137.46,140.61
1951-08-31,142.82,145.93,142.82,145.93
1951-09-07,146.42,146.42,144.46,145.83
1951-09-14,145.99,146.8,145.99,146.8
1951-09-21,145.43,147.67,143.61,147.67
1951-09-28,153.06,154.27,151.69,154.27
1951-10-05,154.07,162.73,154.07,162.12
1951-10-12,157.27,159.89,157.23,159.55
1951-10-19,160.96,164.89,160.96,164.89
1951-10-26,165.71,170.32,164.87,170.32
1951-11-02,165.63,165.63,163.07,163.07
1951-11-09,160.06,162.42,159.19,162.42
1951-11-16,162.23,162.92,162.08,162.33
1951-11-23,161.64,161.64,153.77,153.77
1951-11-30,153.59,166.06,153.59,166.06
1951-12-07,159.93,160.88,159.29,160.88
1951-12-14,160.97,160.97,158.58,158.58
1951-12-21,158.42,160.03,157.06,159.9
1951-12-28,160.55,166.06,160.55,166.06
1952-01-04,167.8,169.5,167.8,169.5
1952-01-11,168.64,174.92,168.64,174.92
1952-01-18,177.37,180.45,177.19,177.41
1952-01-25,180.96,185.56,180.22,185.56
1952-02-01,188.68,192.76,186.36,192.76
1952-02-08,191.7,193.29,189.87,192.79
1952-02-15,189.71,191.83,187.38,187.38
1952-02-22,187.7,190.06,185.8,186.43
1952-02-29,184.68,184.68,180.3,182.15
1952-03-07,184.23,188.08,184.23,188.08
1952-03-14,187.98,188.5,186.02,186.61
1952-03-21,185.18,185.18,180.65,181.67
1952-03-28,180.5,181.48,175.01,175.01
1952-04-04,175.51,183.01,175.51,183.01
1952-04-11,182.28,186.09,182.28,186.09
1952-04-18,185.94,200.6,185.94,200.6
1952-04-25,199.66,206.2,199.66,204.5
1952-05-02,202.54,207.86,202.54,207.86
1952-05-09,207.98,209.85,207.74,209.85
1952-05-16,208.13,208.13,206.06,206.06
1952-05-23,204.85,214.3,204.85,214.3
1952-05-30,214.96,225.38,214.96,225.38
1952-06-06,228.41,228.41,224,226.16
1952-06-13,228.73,239.08,228.73,237.47
1952-06-20,240.96,240.96,234.57,239.88
1952-06-27,234.33,244.2,234.33,244.2
1952-07-04,246.15,255.74,246.15,255.74
1952-07-11,259.59,263.04,257.85,257.85
1952-07-18,256.64,257.62,238.8,244.68
1952-07-25,247.81,248.04,245.37,248.04
1952-08-01,246.92,254.73,246.92,254.73
1952-08-08,256.98,264.71,255.4,264.71
1952-08-15,262.57,262.63,259.67,259.9
1952-08-22,260.07,260.07,256.98,256.98
1952-08-29,250.48,256.91,250.48,254.72
1952-09-05,254.38,258.33,254.38,258.33
1952-09-12,255.97,258.35,255.97,258.17
1952-09-19,258.6,262.17,258.6,262.17
1952-09-26,263.63,267.08,260.03,267.08
1952-10-03,265.97,272.45,265.97,272.45
1952-10-10,275.7,290.83,275.7,290.83
1952-10-17,289.99,303.67,288.41,303.67
1952-10-24,305.73,316.36,301.76,316.36
1952-10-31,321.39,321.39,313.23,318.29
1952-11-07,321.23,324.01,321.23,324.01
1952-11-14,326.48,334.54,326.48,330.42
1952-11-21,333.48,353.58,333.48,353.58
1952-11-28,352.09,352.09,343.16,351.1
1952-12-05,348.95,348.95,340.33,347.47
1952-12-12,352.68,365.74,352.68,365.74
1952-12-19,370.55,370.55,360.71,360.71
1952-12-26,356.37,363.91,354.31,362.64
1953-01-09,364.89,382.09,364.89,382.09
1953-01-16,392.34,416.73,392.34,416.73
1953-01-23,424.96,447.42,421.92,447.42
1953-01-30,445.38,456.43,435.28,456.43
1953-02-06,455.97,474.43,455.97,458.82
1953-02-13,461.88,461.88,409.42,414.55
1953-02-20,426.59,433.86,418.2,425.51
1953-02-27,426,426,392.1,392.1
1953-03-06,393.14,393.14,340.41,377.86
1953-03-13,374.14,375.05,367.44,368.53
1953-03-20,355.29,370.14,355.29,370.14
1953-03-27,366.82,366.82,341.99,341.99
1953-04-03,318.96,319.43,295.18,319.43
1953-04-10,317.6,320.3,313.87,316.49
1953-04-17,316.45,355.03,316.45,353.66
1953-04-24,345.12,345.12,334.89,340.32
1953-05-01,338.25,348.32,338.25,348.32
1953-05-08,355.94,366.69,355.94,362.03
1953-05-15,359.56,361.7,351.18,351.18
1953-05-22,349.43,350.88,348.19,348.19
1953-05-29,345.46,345.46,331.13,331.13
1953-06-05,329.34,329.34,321.79,327.07
1953-06-12,335.34,354.32,335.34,354.32
1953-06-19,350.35,350.35,343.59,348.86
1953-06-26,348.78,348.78,340.05,343.45
1953-07-03,344.41,349.2,344.41,347.32
1953-07-10,346.87,350.75,345.21,350.75
1953-07-17,355.02,365.46,355.02,363.43
1953-07-24,360.41,363.01,356.87,363.01
1953-07-31,367.1,392.36,367.1,392.36
1953-08-07,397.08,401.07,393.97,398.88
1953-08-14,390.44,397.19,390.44,392.11
1953-08-21,393.58,408.58,393.58,408.58
1953-08-28,416.05,416.05,412.4,413.59
1953-09-04,409.47,425.94,406.94,425.94
1953-09-11,433.38,437.67,431.81,437.67
1953-09-18,432.41,432.41,416.65,423.89
1953-09-25,426.68,435.73,426.68,435.73
1953-10-02,442.02,450.87,442.02,448.64
1953-10-09,442.54,444.09,439.03,443.5
1953-10-16,440.19,442.05,431.94,431.94
1953-10-23,429.04,431.97,421.12,431.97
1953-10-30,424.49,434.79,424.33,434.79
1953-11-06,440.19,440.19,433.09,433.09
1953-11-13,429.57,432.25,428.74,431.01
1953-11-20,421.98,423.36,417.79,417.79
1953-11-27,414.12,423.93,407.44,423.93
1953-12-04,423.06,423.06,418.36,418.36
1953-12-11,415.66,420,415.66,420
1953-12-18,420.65,420.65,407,407
1953-12-25,402.15,405.23,391.19,391.19
1954-01-01,377.95,377.95,377.95,377.95
1954-01-08,362.88,375.22,362.88,374.43
1954-01-15,377.27,377.27,360.8,360.8
1954-01-22,359.73,359.73,350.04,352.3
1954-01-29,354.54,360.1,352.66,352.66
1954-02-05,354.5,359.23,354.5,359.23
1954-02-12,362.03,369.38,362.03,367.41
1954-02-19,365.66,367.09,359.76,359.76
1954-02-26,355.35,355.55,352.51,352.51
1954-03-05,349.65,351.31,349.03,349.2
1954-03-12,348.9,348.9,340.17,341.11
1954-03-19,338.75,338.75,319.26,319.26
1954-03-26,314.08,333.76,314.08,333.34
1954-04-02,329.39,329.39,317.79,318.64
1954-04-09,317.62,327.85,316.22,327.83
1954-04-16,326.56,328.16,325.91,327.81
1954-04-23,330.13,351.53,330.13,348.53
1954-04-30,347.03,351.67,344.78,344.78
1954-05-07,344.3,344.3,336.55,336.55
1954-05-14,333.9,333.9,326.59,326.59
1954-05-21,325.37,325.47,323.05,323.05
1954-05-28,320.84,325.48,320.84,325.48
1954-06-04,325.82,326.39,323.44,323.44
1954-06-11,322.75,328.66,322.75,328.66
1954-06-18,334,347.37,334,347.37
1954-06-25,347.88,347.88,341.92,341.92
1954-07-02,343.42,352.86,343.42,352.1
1954-07-09,352.27,352.27,345.38,345.53
1954-07-16,344.34,344.34,340.22,341.47
1954-07-23,341.7,341.7,331.22,331.22
1954-07-30,331.03,331.93,329.22,331.93
1954-08-06,330.81,332.35,329.51,329.51
1954-08-13,329.44,343.47,329.44,343.47
1954-08-20,343.39,347.39,341.98,346.14
1954-08-27,345.3,345.53,339.6,342.86
1954-09-03,339.92,353.36,339.92,353.36
1954-09-10,352.62,352.62,350.03,350.08
1954-09-17,347.4,358.67,347.4,358.58
1954-09-24,358.7,358.7,354.17,354.17
1954-10-01,347.92,351.79,347.92,351.79
1954-10-08,350.85,350.85,346.23,347.51
1954-10-15,348.09,348.09,339.62,339.62
1954-10-22,337.8,337.8,333.57,334.09
1954-10-29,333.49,333.49,328.19,328.19
1954-11-05,330.05,330.37,328.03,328.15
1954-11-12,327.41,327.41,315.61,315.61
1954-11-19,316.75,323.61,316.75,321.02
1954-11-26,322.53,332.89,322.53,326.92
1954-12-03,326.11,326.85,323.86,325.06
1954-12-10,326.9,344.68,326.9,337.77
1954-12-17,337.07,337.07,331.84,333.77
1954-12-24,333.21,351.12,333.21,351.12
1954-12-31,352.57,356.09,352.57,356.09
1955-01-07,361.1,370.37,361.1,370.37
1955-01-14,378.76,378.76,370.86,372.92
1955-01-21,372.49,372.77,365.85,372.77
1955-01-28,376.26,376.26,368.26,368.26
1955-02-04,369.45,377.55,369.45,377.55
1955-02-11,378.34,380.46,374.2,380.12
1955-02-18,376.76,376.76,374.63,374.64
1955-02-25,374.47,374.47,368.24,370.18
1955-03-04,366.99,366.99,353.01,353.01
1955-03-11,353.8,357.25,353.8,357.25
1955-03-18,357.33,357.33,353.52,353.52
1955-03-25,351.23,354.69,350.05,354.69
1955-04-01,346.08,354.63,346.08,354.63
1955-04-08,353.41,353.41,349.95,350.25
1955-04-15,352,355.93,352,354.66
1955-04-22,353.63,353.63,350.03,350.92
1955-04-29,349.76,349.76,345.89,345.98
1955-05-06,345.96,352.51,345.96,352.51
1955-05-13,352.43,352.43,348.74,352.28
1955-05-20,351.77,351.77,350.23,351.21
1955-05-27,349.89,349.89,347.57,348.58
1955-06-03,348.6,359.21,348.6,359.21
1955-06-10,358.41,361.2,358.41,359.22
1955-06-17,354.44,354.98,352.87,354.98
1955-06-24,353.47,353.47,348.05,349.76
1955-07-01,350.26,354.48,348.82,354.48
1955-07-08,353.78,357.5,353.78,357.5
1955-07-15,356.85,356.85,353.89,354.78
1955-07-22,353.49,353.49,351.25,352.21
1955-07-29,353.42,366.9,353.42,366.9
1955-08-05,365.67,370.49,365.67,369.06
1955-08-12,368.4,377.66,368.4,377.66
1955-08-19,378.13,383.85,378.13,383.85
1955-08-26,383.19,387.24,382.05,384.99
1955-09-02,383.11,389.92,383.11,389.15
1955-09-09,386.54,386.54,383.13,383.38
1955-09-16,383.55,392.01,383.55,392.01
1955-09-23,389.66,389.66,386.45,386.45
1955-09-30,385.39,388.42,379.14,387.35
1955-10-07,385.57,398.46,385.57,398.46
1955-10-14,397.34,403.28,395.69,403.28
1955-10-21,407.19,410.29,406.7,406.7
1955-10-28,405.81,409.33,404.05,409.33
1955-11-04,409.17,410.36,404.97,404.97
1955-11-11,406.34,406.34,396.84,403.06
1955-11-18,402.44,402.44,399.25,401.7
1955-11-25,402.53,403.01,398.16,398.16
1955-12-02,394.88,401.34,393.28,401.34
1955-12-09,402.09,407.15,401.22,407.15
1955-12-16,407.03,412.09,407.03,412.09
1955-12-23,412.91,417.12,412.76,417.12
1955-12-30,423.19,425.69,422.68,425.69
1956-01-06,428.59,430.57,427.89,428.17
1956-01-13,423.26,427.8,423.26,427.8
1956-01-20,428.08,431.6,425.91,425.91
1956-01-27,424.1,425.27,420.14,425.27
1956-02-03,424.25,430.64,423.46,430.47
1956-02-10,430.3,430.3,425.99,427.87
1956-02-17,426.15,429.54,422.5,429.54
1956-02-24,430.56,434.46,430.56,434.46
1956-03-02,435.18,441.78,435.18,441.57
1956-03-09,440.43,444.7,440.17,444.7
1956-03-16,443.22,443.41,442.62,443.09
1956-03-23,442.55,442.55,440.83,442.32
1956-03-30,444.25,458.58,444.25,458.58
1956-04-06,462.41,465.04,458.74,465.04
1956-04-13,468.07,477.6,466.58,477.6
1956-04-20,475.86,479.32,471.59,479.32
1956-04-27,480.78,482.71,473.76,473.76
1956-05-04,473.34,482.2,473.34,482.2
1956-05-11,479.81,479.81,472.94,474.46
1956-05-18,472.79,482.84,472.1,482.84
1956-05-25,481.27,490.02,481.27,486.26
1956-06-01,484.38,491.33,484.38,491.33
1956-06-08,493.47,501.98,493.47,498.8
1956-06-15,496.92,505.04,496.92,505.04
1956-06-22,505.75,512.25,505.75,511.15
1956-06-29,511.5,511.5,499.17,499.17
1956-07-06,482.87,493.88,482.87,493.88
1956-07-13,492.8,501.24,492.8,501.24
1956-07-20,501.6,502.92,497.86,497.94
1956-07-27,497.55,502.14,497.55,502.14
1956-08-03,501.98,505.84,500.34,505.84
1956-08-10,507.31,507.31,502.92,502.92
1956-08-17,502.12,502.12,500.22,502.07
1956-08-24,503.83,505.83,503.34,503.34
1956-08-31,501.3,501.3,492.92,492.92
1956-09-07,489.78,491.19,485.4,489.68
1956-09-14,486.8,487.25,482.7,487.25
1956-09-21,486.33,488.06,484.47,488.06
1956-09-28,487.92,491.71,483.26,491.71
1956-10-05,492.54,492.86,487.15,487.24
1956-10-12,487.78,495.14,487.78,495.14
1956-10-19,494.73,498.14,494.23,496.81
1956-10-26,495.57,505.57,495.57,505.57
1956-11-02,506.32,520.44,506.32,520.44
1956-11-09,515.3,518.16,512.94,517.71
1956-11-16,519.34,541.13,519.34,541.13
1956-11-23,534.88,549.42,534.88,548.15
1956-11-30,544.9,559.4,544.9,559.4
1956-12-07,558.3,566.3,557.77,557.77
1956-12-14,554.77,559.43,538.9,538.9
1956-12-21,542.91,552.85,542.91,550.27
1956-12-28,550.61,552.06,547.38,549.14
1957-01-04,549.45,551.89,549.45,551.89
1957-01-11,559.01,573.87,559.01,573.87
1957-01-18,574.2,585.69,574.2,585.69
1957-01-25,586.01,586.01,572.37,574.56
1957-02-01,576.39,576.39,567.78,570.12
1957-02-08,576.5,583.24,576.5,583.24
1957-02-15,585.72,587.88,571.86,571.86
1957-02-22,572.56,572.56,562.13,563.56
1957-03-01,562.91,571.64,562.91,569.42
1957-03-08,570.42,570.52,560.77,560.77
1957-03-15,560.88,568.17,560.88,566.3
1957-03-22,564.93,570.82,564.93,565.22
1957-03-29,560.27,587,560.27,587
1957-04-05,590.6,590.6,585.4,589.16
1957-04-12,584.57,585.52,581.03,585.52
1957-04-19,586.14,586.6,584.26,586.6
1957-04-26,588.84,594.81,588.84,592.59
1957-05-03,589.69,595.46,589.69,595.46
1957-05-10,590.05,590.05,554.71,561.37
1957-05-17,559.39,559.39,521.56,521.56
1957-05-24,520.33,537.26,520.33,533.24
1957-05-31,527.41,527.41,512.63,522.2
1957-06-07,517.19,519.91,517.01,519.91
1957-06-14,520.07,532.72,520.07,532.72
1957-06-21,530.3,531.7,529.85,529.85
1957-06-28,527.76,527.76,520.83,521.6
1957-07-05,515.86,515.86,503.81,504.75
1957-07-12,507.71,515.01,506.18,506.18
1957-07-19,499.13,499.13,489.95,490.59
1957-07-26,487.09,487.09,472.43,473.52
1957-08-02,477.85,499.82,477.85,499.82
1957-08-09,495.7,505.33,495.7,505.33
1957-08-16,503.71,512.86,502.64,511.96
1957-08-23,513.86,522.67,513.86,519.14
1957-08-30,522.65,530.54,522.65,530.37
1957-09-06,526.52,538.03,526.52,538.03
1957-09-13,538.44,539.57,529.79,529.79
1957-09-20,529.1,533.34,529.1,533.34
1957-09-27,532.22,532.22,523.13,530.07
1957-10-04,529.35,539.59,529.35,535.67
1957-10-11,530.07,530.07,508.62,508.62
1957-10-18,506.03,518.28,506.03,515.31
1957-10-25,511.28,511.28,507.86,508.06
1957-11-01,510.38,517.38,509.77,517.38
1957-11-08,513.46,513.46,509.86,509.86
1957-11-15,507.7,507.7,499.43,504.85
1957-11-22,501.49,501.49,497.2,501.02
1957-11-29,500.87,500.87,489.7,492
1957-12-06,494.01,496.69,492.38,496.69
1957-12-13,498.2,503.03,497.57,502.3
1957-12-20,500.13,500.13,484.21,485.79
1957-12-27,485.25,485.25,471.53,474.55
1958-01-03,475.2,475.2,475.2,475.2
1958-01-10,481.61,505.72,481.61,505.72
1958-01-17,511.37,513.49,508.22,508.22
1958-01-24,504.76,507.71,503.16,507.17
1958-01-31,512.27,524.25,512.27,524.11
1958-02-07,530.15,531.33,522.08,522.08
1958-02-14,525.13,534.58,525.13,534.58
1958-02-21,533.85,533.85,525.45,528.15
1958-02-28,528.58,532.8,528.16,530.18
1958-03-07,526.07,532.51,523.3,532.51
1958-03-14,536.46,539.31,533.66,533.66
1958-03-21,532.07,532.07,522.22,522.86
1958-03-28,524.51,526.01,516.64,526.01
1958-04-04,529.98,544.31,529.73,544.31
1958-04-11,546.43,546.43,539.29,541.32
1958-04-18,539.58,550.05,538.13,550.05
1958-04-25,553.1,557.62,553.1,556.14
1958-05-02,558.31,563.63,556.57,563.63
1958-05-09,556.73,567.08,556.73,567.08
1958-05-16,563.14,564.4,555.27,558.54
1958-05-23,557.61,562.26,557.28,557.28
1958-05-30,556.11,563.46,555.91,563.46
1958-06-06,565.14,569.93,565.14,569.93
1958-06-13,566.96,574.04,565.5,574.04
1958-06-20,573.72,584.59,573.72,582.49
1958-06-27,583.96,584.92,578.29,584.92
1958-07-04,584.42,586.56,566.59,573.29
1958-07-11,579.24,579.24,566.27,571.16
1958-07-18,566.19,574.43,564.15,572.43
1958-07-25,571.4,571.4,562.79,562.79
1958-08-01,564.04,575.4,564.04,575.4
1958-08-08,575.77,580.38,572.72,580.38
1958-08-15,581.34,587.37,581.34,587.37
1958-08-22,586.8,594.75,586.8,591.14
1958-08-29,593.76,593.76,589.72,592.57
1958-09-05,588.06,593.7,585.76,589.04
1958-09-12,592.92,593.06,589.06,593.06
1958-09-19,590.79,590.81,584.07,590.18
1958-09-26,588.36,588.36,577.92,580.79
1958-10-03,584.4,596.21,584.4,596.21
1958-10-10,600.13,607.32,600.13,607.32
1958-10-17,605.14,612.7,605.14,612.7
1958-10-24,609.26,609.26,605.75,607.39
1958-10-31,601.29,612.79,601.29,612.79
1958-11-07,614.82,624.56,614.82,624.56
1958-11-14,620.38,622.33,614.01,620.03
1958-11-21,616.52,630.74,616.52,630.74
1958-11-28,632.8,632.8,622.22,629.04
1958-12-05,629.77,638.69,629.77,637.3
1958-12-12,640.51,650.78,640.51,645.75
1958-12-19,648.61,654.44,648.61,653.04
1958-12-26,655.72,666.54,655.72,666.54
1959-01-09,671.28,675.27,664.69,669.46
1959-01-16,670.45,671.89,668.63,671.89
1959-01-23,674.72,682.32,674.72,681.04
1959-01-30,681.25,692.12,679.65,692.12
1959-02-06,692.2,694.78,689.97,694.31
1959-02-13,699.42,704.3,696.96,699.68
1959-02-20,696.32,712.82,696.32,712.82
1959-02-27,717.82,721.06,714.9,721.06
1959-03-06,727.81,731,721.15,731
1959-03-13,736.07,747.21,734.63,747.21
1959-03-20,742.33,749.43,742.33,749.43
1959-03-27,750.63,754.08,747.78,754.08
1959-04-03,759.42,767.78,759.42,765.72
1959-04-10,769.06,773.39,759.75,764.95
1959-04-17,764.5,764.5,751.5,757.35
1959-04-24,746.15,746.15,737.56,744.25
1959-05-01,738.82,756.89,738.82,756.89
1959-05-08,757.46,765.33,757.45,765.33
1959-05-15,768.75,783.62,768.75,781.95
1959-05-22,773.34,783.54,773.34,783.54
1959-05-29,783.8,803.08,783.8,803.08
1959-06-05,802.13,809.77,802.13,807.43
1959-06-12,806.64,821.38,806.25,806.25
1959-06-19,808.78,815.78,785.01,810.93
1959-06-26,814.23,814.23,795.19,800.86
1959-07-03,804.95,823.2,804.95,823.2
1959-07-10,823.93,823.93,815.24,820.12
1959-07-17,823.66,839.42,823.66,837.48
1959-07-24,841.63,846.16,841.63,842.68
1959-07-31,843.44,859.51,842.01,859.51
1959-08-07,858.19,860.44,852.09,857.95
1959-08-14,848.52,862.08,845.95,860.53
1959-08-21,859.64,869.99,857.2,869.99
1959-08-28,871.18,881.43,870.41,879.91
1959-09-04,881.53,897.59,881.53,892.27
1959-09-11,890.56,895.98,890.18,890.18
1959-09-18,892.85,897.49,892.37,892.37
1959-09-25,881.9,891.8,881.9,890.13
1959-10-02,897.53,906.44,896.54,906.44
1959-10-09,896.74,927.78,896.74,927.78
1959-10-16,934.34,946.76,933.49,946.76
1959-10-23,945.31,955.14,945.31,955.14
1959-10-30,953.89,955.64,939.62,955.64
1959-11-06,953.14,955.95,944.66,944.66
1959-11-13,934.46,943.98,920.39,943.98
1959-11-20,950.85,953.15,947.81,948.99
1959-11-27,950.1,968.89,950.1,968.89
1959-12-04,976.93,976.93,958.99,966.03
1959-12-11,956.92,957.62,935.75,942.53
1959-12-18,938.78,938.78,876.17,876.17
1959-12-25,854.45,896.58,854.45,880.83
1960-01-01,874.88,874.88,874.88,874.88
1960-01-08,869.34,912.3,869.34,912.3
1960-01-15,918.63,935.89,914.83,935.89
1960-01-22,946.74,956.21,946.74,954.24
1960-01-29,947.81,962.55,947.81,957.13
1960-02-05,962.7,968.57,958.98,968.57
1960-02-12,977.11,990.89,977.11,987.92
1960-02-19,987.56,1002.46,976.59,1002.46
1960-02-26,1004.33,1007.46,993.52,1007.46
1960-03-04,1015.06,1032.3,1015.06,1027.82
1960-03-11,1025.06,1032.07,1008.16,1016.62
1960-03-18,1006.06,1023.18,1006.06,1017.48
1960-03-25,1024.06,1040.93,1024.06,1038.48
1960-04-01,1039.58,1071.92,1039.58,1071.92
1960-04-08,1074.41,1075.39,1069.28,1073.26
1960-04-15,1071.99,1071.99,1052.23,1067.11
1960-04-22,1078.45,1094.73,1078.45,1088.12
1960-04-29,1087.57,1092.12,1087.57,1091.21
1960-05-06,1101.95,1109.47,1099.43,1109.47
1960-05-13,1101.17,1101.17,1065.67,1065.67
1960-05-20,1067.1,1067.1,1030.36,1041.59
1960-05-27,1015.33,1028.29,1002.88,1004.49
1960-06-03,1001.1,1018.99,967.22,1018.99
1960-06-10,1032.44,1060.22,1032.44,1046.63
1960-06-17,1054.2,1060.43,1010.17,1024.84
1960-06-24,1022.43,1061.04,1022.43,1061.04
1960-07-01,1058.52,1093.28,1058.52,1093.28
1960-07-08,1093.98,1103.82,1093.98,1101.24
1960-07-15,1102.41,1113.75,1101.42,1112.14
1960-07-22,1121.1,1121.1,1104.29,1104.29
1960-07-29,1091.56,1098.33,1091.08,1097.09
1960-08-05,1097.29,1121.68,1097.29,1121.25
1960-08-12,1120.12,1133.95,1120.12,1133.95
1960-08-19,1138.44,1144.94,1138.17,1141.95
1960-08-26,1139.72,1158.3,1139.72,1158.3
1960-09-02,1167.08,1184.75,1166.56,1181.25
1960-09-09,1173.67,1191.84,1173.67,1191.84
1960-09-16,1192.02,1198.92,1192.02,1198.29
1960-09-23,1202.85,1215.33,1200.37,1215.09
1960-09-30,1209.49,1230.34,1209.49,1230.34
1960-10-07,1229.38,1234.95,1219.85,1219.85
1960-10-14,1227.69,1255.83,1227.69,1255.83
1960-10-21,1254.3,1263.37,1247.15,1263.37
1960-10-28,1258.57,1258.57,1245.29,1250.61
1960-11-04,1250.06,1287.12,1250.06,1287.12
1960-11-11,1294.57,1316.88,1294.57,1316.88
1960-11-18,1321.44,1321.44,1276.16,1276.16
1960-11-25,1267.92,1305.47,1267.92,1294.21
1960-12-02,1268.49,1319.97,1268.49,1319.97
